"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID"
"TBL_VESSEL","IMMERSION_WINTER","FLOAT",22,126,,"Y",47
"TBL_VESSEL","IMO_NUMBER","VARCHAR2",7,,,"Y",48
"TBL_VESSEL","INTERNATIONAL_GT","FLOAT",22,126,,"Y",49
"TBL_VESSEL","INTERNATIONAL_NT","FLOAT",22,126,,"Y",50
"TBL_VESSEL","LOA","FLOAT",22,126,,"Y",51
"TBL_VESSEL","NT_PANAMA","FLOAT",22,126,,"Y",52
"TBL_VESSEL","NT_SUEZ","FLOAT",22,126,,"Y",53
"TBL_VESSEL","OWNER_ID","NUMBER",22,,0,"Y",54
"TBL_VESSEL","REGISTERED_PORT_ID","NUMBER",22,,0,"Y",55
"TBL_VESSEL","SHIP_REGISTER_ID","NUMBER",22,,0,"Y",56
"TBL_VESSEL","VESSEL_ID","NUMBER",22,,0,"N",57
"TBL_VESSEL","VESSEL_NAME","VARCHAR2",40,,,"N",58
"TBL_VESSEL","VESSEL_TYPE_ID","NUMBER",22,,0,"Y",59
"TBL_VESSEL","RPM_NORMAL_CONTINOUS_RATING","FLOAT",22,126,,"Y",60
"TBL_VESSEL","BHP_NORMAL_CONTINOUS_RATING","FLOAT",22,126,,"Y",61
"TBL_VESSEL","LLOYDS_NUMBER","VARCHAR2",7,,,"Y",62
"TBL_VESSEL","DWT_PANAMA","FLOAT",22,126,,"Y",63
"TBL_VESSEL","VOYAGE_CURRENCY_ID","NUMBER",22,38,0,"Y",64
"TBL_VESSEL","NOM_INTAKE_ON_DECK_TEU_TEU","NUMBER",22,,0,"Y",65
"TBL_VESSEL","NOM_INTAKE_ON_DECK_TEU_FEU","NUMBER",22,,0,"Y",66
"TBL_VESSEL","NOM_INTAKE_IN_HOLD_TEU_TEU","NUMBER",22,,0,"Y",67
"TBL_VESSEL","NOM_INTAKE_IN_HOLD_TEU_FEU","NUMBER",22,,0,"Y",68
"TBL_VESSEL","NOM_INTAKE_ON_DECK_FEU_TEU","NUMBER",22,,0,"Y",69
"TBL_VESSEL","NOM_INTAKE_ON_DECK_FEU_FEU","NUMBER",22,,0,"Y",70
"TBL_VESSEL","NOM_INTAKE_IN_HOLD_FEU_TEU","NUMBER",22,,0,"Y",71
"TBL_VESSEL","NOM_INTAKE_IN_HOLD_FEU_FEU","NUMBER",22,,0,"Y",72
"TBL_VESSEL","ON_DECK_CAPACITY_45FT","NUMBER",22,,0,"Y",73
"TBL_VESSEL","IN_HOLD_CAPACITY_45FT","NUMBER",22,,0,"Y",74
"TBL_VESSEL","ON_DECK_CAPACITY_30FT","NUMBER",22,,0,"Y",75
"TBL_VESSEL","IN_HOLD_CAPACITY_30FT","NUMBER",22,,0,"Y",76
"TBL_VESSEL","FO_GENERATOR_AT_SEA_REEFER","FLOAT",22,126,,"Y",77
"TBL_VESSEL","DO_GENERATOR_AT_SEA_REEFER","FLOAT",22,126,,"Y",78
"TBL_VESSEL","ON_DECK_CAPACITY_HIGH_CUBE","VARCHAR2",64,,,"Y",79
"TBL_VESSEL","IN_HOLD_CAPACITY_HIGH_CUBE","VARCHAR2",64,,,"Y",80
"TBL_VESSEL","MAIN_ENGINE","VARCHAR2",128,,,"Y",81
"TBL_VESSEL","AUX_ENGINE","VARCHAR2",128,,,"Y",82
"TBL_VESSEL","BOW_THRUSTER","VARCHAR2",128,,,"Y",83
"TBL_VESSEL","STERN_THRUSTER","VARCHAR2",128,,,"Y",84
"TBL_VESSEL","SHAFT_GENERATOR","VARCHAR2",128,,,"Y",85
"TBL_VESSEL","DWT_DESIGN","FLOAT",22,126,,"Y",86
"TBL_VESSEL","DRAFT_DESIGN","FLOAT",22,126,,"Y",87
"TBL_VESSEL","IMMERSION_DESIGN","FLOAT",22,126,,"Y",88
"TBL_VESSEL","DWT_FRESH","FLOAT",22,126,,"Y",89
"TBL_VESSEL","DRAFT_FRESH","FLOAT",22,126,,"Y",90
"TBL_VESSEL","IMMERSION_FRESH","FLOAT",22,126,,"Y",91
"TBL_VESSEL","DWT_TROPICAL_FRESH","FLOAT",22,126,,"Y",92
"TBL_VESSEL","DRAFT_TROPICAL_FRESH","FLOAT",22,126,,"Y",93
"TBL_VESSEL","IMMERSION_TROPICAL_FRESH","FLOAT",22,126,,"Y",94
"TBL_VESSEL","STACKWEIGHT_ON_HATCHES_FEU","FLOAT",22,126,,"Y",95
"TBL_VESSEL","STACKWEIGHT_ON_HATCHES_TEU","FLOAT",22,126,,"Y",96
"TBL_VESSEL","STACKWEIGHT_ON_DECK_FEU","FLOAT",22,126,,"Y",97
"TBL_VESSEL","STACKWEIGHT_ON_DECK_TEU","FLOAT",22,126,,"Y",98
"TBL_VESSEL","STACKWEIGHT_IN_HOLD_FEU","FLOAT",22,126,,"Y",99
"TBL_VESSEL","STACKWEIGHT_IN_HOLD_TEU","FLOAT",22,126,,"Y",100
"TBL_VESSEL","REEFER_PLUGS","NUMBER",22,,0,"Y",101
"TBL_VESSEL","NOM_INTAKE_IN_HOLD_FEU_REEFER","NUMBER",22,,0,"Y",102
"TBL_VESSEL","NOM_INTAKE_ON_DECK_FEU_REEFER","NUMBER",22,,0,"Y",103
"TBL_VESSEL","VESSEL_DESIGN","VARCHAR2",32,,,"Y",104
"TBL_VESSEL","HATCHCOVER_STRENGTH","VARCHAR2",64,,,"Y",105
"TBL_VESSEL","PONTOON_WEIGHT","VARCHAR2",64,,,"Y",106
"TBL_VESSEL","TANKTOP_STRENGTH","VARCHAR2",32,,,"Y",107
"TBL_VESSEL","IMDG_CARGO","VARCHAR2",256,,,"Y",108
"TBL_VESSEL","CAPACITY_BALLAST_WATER","FLOAT",22,126,,"Y",109
"TBL_VESSEL","HATCH_COVER_TYPE_ID","NUMBER",22,,0,"Y",110
"TBL_VESSEL","TWIST_LOCK_TYPE_ID","NUMBER",22,,0,"Y",111
"TBL_VESSEL","STACKWEIGHT_ON_DECK","VARCHAR2",64,,,"Y",112
"TBL_VESSEL","STACKWEIGHT_IN_HOLD","VARCHAR2",64,,,"Y",113
"TBL_VESSEL","STACKWEIGHT_ON_HATCHES","VARCHAR2",64,,,"Y",114
"TBL_VESSEL","LPP","FLOAT",22,126,,"Y",115
"TBL_VESSEL","IS_OSHA_FITTED","NUMBER",22,,0,"Y",116
"TBL_VESSEL","AIR_DRAFT","FLOAT",22,126,,"Y",117
"TBL_VESSEL","SCRUBBER_FITTED_ME","NUMBER",22,,0,"N",118
"TBL_VESSEL","DO_INERTING","FLOAT",22,126,,"N",119
"TBL_VESSEL","FO_INERTING","FLOAT",22,126,,"N",120
"TBL_VESSEL","IS_OPEN_LOOP_SCRUBBER","NUMBER",22,,0,"N",121
"TBL_VESSEL","AER","FLOAT",22,126,,"Y",122
"TBL_VESSEL","ICE_CLASS_ID","NUMBER",22,,0,"Y",123
"TBL_VESSEL","LOADING_CONSUMPTION","FLOAT",22,126,,"Y",124
"TBL_VESSEL_CLASS","VESSEL_CLASS_CODE","VARCHAR2",5,,,"N",1
"TBL_VESSEL_CLASS","VESSEL_CLASS_DESC","VARCHAR2",32,,,"N",2
"TBL_VESSEL_CLASS","VESSEL_CLASS_ID","NUMBER",22,,0,"N",3
"TBL_VOYAGE","BALLAST_BONUS","FLOAT",22,126,,"Y",1
"TBL_VOYAGE","BALLAST_BONUS_COMMISSION","FLOAT",22,126,,"Y",2
"TBL_VOYAGE","BALLAST_BONUS_NET","FLOAT",22,126,,"Y",3
"TBL_VOYAGE","BALLAST_BONUS_REVENUE","FLOAT",22,126,,"Y",4
"TBL_VOYAGE","BALLAST_PORT_ID","NUMBER",22,,0,"Y",5
"TBL_VOYAGE","BUNKER_ESCALATION","FLOAT",22,126,,"Y",6
"TBL_VOYAGE","CANAL_COST","FLOAT",22,126,,"Y",7
"TBL_VOYAGE","CANAL_1_ID","NUMBER",22,,0,"Y",8
"TBL_VOYAGE","CANAL_2_ID","NUMBER",22,,0,"Y",9
"TBL_VOYAGE","COMMISSION","FLOAT",22,126,,"Y",10
"TBL_VOYAGE","COMMISSION_ADDRESS","FLOAT",22,126,,"Y",11
"TBL_VOYAGE","DAYS_BALLAST","FLOAT",22,126,,"Y",12
"TBL_VOYAGE","DAYS_CANAL","FLOAT",22,126,,"Y",13
"TBL_VOYAGE","DAYS_CLEANING","FLOAT",22,126,,"Y",14
"TBL_VOYAGE","DAYS_DISCHARGING","FLOAT",22,126,,"Y",15
"TBL_VOYAGE","DAYS_EXTRA_AT_SEA","FLOAT",22,126,,"Y",16
"TBL_VOYAGE","DAYS_EXTRA_IN_PORT","FLOAT",22,126,,"Y",17
"TBL_VOYAGE","DAYS_HEATING","FLOAT",22,126,,"Y",18
"TBL_VOYAGE","DAYS_IDLE","FLOAT",22,126,,"Y",19
"TBL_VOYAGE","DAYS_LOADED","FLOAT",22,126,,"Y",20
"TBL_VOYAGE","DAYS_LOADING","FLOAT",22,126,,"Y",21
"TBL_VOYAGE","DAYS_OFFHIRE","FLOAT",22,126,,"Y",22
"TBL_VOYAGE","DAYS_OFFHIRE_CHARTERER","FLOAT",22,126,,"Y",23
"TBL_VOYAGE","DAYS_OFFHIRE_OWNER","FLOAT",22,126,,"Y",24
"TBL_VOYAGE","DAYS_TOTAL","FLOAT",22,126,,"Y",25
"TBL_VOYAGE","DAYS_TOTAL_AT_SEA","FLOAT",22,126,,"Y",26
"TBL_VOYAGE","DAYS_TOTAL_IN_PORT","FLOAT",22,126,,"Y",27
"TBL_VOYAGE","DAYS_WAITING","FLOAT",22,126,,"Y",28
"TBL_VOYAGE","DEMURRAGE","FLOAT",22,126,,"Y",29
"TBL_VOYAGE","DESPATCH","FLOAT",22,126,,"Y",30
"TBL_VOYAGE","DO_AT_SEA","FLOAT",22,126,,"Y",31
"TBL_VOYAGE","DO_CONSUMPTION","FLOAT",22,126,,"Y",32
"TBL_VOYAGE","DO_CONSUMPTION_OFFHIRE","FLOAT",22,126,,"Y",33
"TBL_VOYAGE","DO_COST","FLOAT",22,126,,"Y",34
"TBL_VOYAGE","DO_IN_PORT","FLOAT",22,126,,"Y",35
"TBL_VOYAGE","DO_IN_PORT_WORKING","FLOAT",22,126,,"Y",36
"TBL_VOYAGE","DO_PRICE","FLOAT",22,126,,"Y",37
"TBL_VOYAGE","ESTIMATED_VOYAGE_START_DATE","DATE",7,,,"Y",38
"TBL_VOYAGE","FO_BALLAST","FLOAT",22,126,,"Y",39
"TBL_VOYAGE","FO_CLEANING","FLOAT",22,126,,"Y",40
"TBL_VOYAGE","FO_CONSUMPTION","FLOAT",22,126,,"Y",41
"TBL_VOYAGE","FO_CONSUMPTION_OFFHIRE","FLOAT",22,126,,"Y",42
"TBL_VOYAGE","FO_COST","FLOAT",22,126,,"Y",43
"TBL_VOYAGE","FO_HEATING","FLOAT",22,126,,"Y",44
"TBL_VOYAGE","FO_IN_PORT","FLOAT",22,126,,"Y",45
"TBL_VOYAGE","FO_IN_PORT_WORKING","FLOAT",22,126,,"Y",46
"TBL_VOYAGE","FO_LOADED","FLOAT",22,126,,"Y",47
"TBL_VOYAGE","FO_PRICE","FLOAT",22,126,,"Y",48
"TBL_VOYAGE","FO_PUMPING","FLOAT",22,126,,"Y",49
"TBL_VOYAGE","FREIGHT","FLOAT",22,126,,"Y",50
"TBL_VOYAGE","FREIGHT_COST","FLOAT",22,126,,"Y",51
"TBL_VOYAGE","GAS_CONSUMPTION","FLOAT",22,126,,"Y",52
"TBL_VOYAGE","GAS_CONSUMPTION_OFFHIRE","FLOAT",22,126,,"Y",53
"TBL_VOYAGE","GAS_PRICE","FLOAT",22,126,,"Y",54
"TBL_VOYAGE","GROSS_FREIGHT","FLOAT",22,126,,"Y",55
"TBL_VOYAGE","HANDLING_COST","FLOAT",22,126,,"Y",56
"TBL_VOYAGE","HAS_CANAL_PASSAGE","NUMBER",22,,0,"Y",57
"TBL_VOYAGE","HAS_CLEANING","NUMBER",22,,0,"Y",58
"TBL_VOYAGE","HAS_HEATING","NUMBER",22,,0,"Y",59
"TBL_VOYAGE","HAS_PUMPING","NUMBER",22,,0,"Y",60
"TBL_VOYAGE","HAS_RELET","NUMBER",22,,0,"Y",61
"TBL_VOYAGE","HAS_TRANSSHIPMENT","NUMBER",22,,0,"Y",62
"TBL_VOYAGE","IS_INTAKE_CALCULATED","NUMBER",22,,0,"Y",63
"TBL_VOYAGE","IS_ROTATION_PROTECTED","NUMBER",22,,0,"Y",64
"TBL_VOYAGE","IS_TC","NUMBER",22,,0,"Y",65
"TBL_VOYAGE","IS_TC_RESULT_PER_MONTH","NUMBER",22,,0,"Y",66
"TBL_VOYAGE","MILES_BALLAST","FLOAT",22,126,,"Y",67
"TBL_VOYAGE","MILES_LOADED","FLOAT",22,126,,"Y",68
"TBL_VOYAGE","NET_FREIGHT","FLOAT",22,126,,"Y",69
"TBL_VOYAGE","PERCENT_EXTRA_AT_SEA","FLOAT",22,126,,"Y",70
"TBL_VOYAGE","PORT_COST","FLOAT",22,126,,"Y",71
"TBL_VOYAGE","ROB_FIXED","FLOAT",22,126,,"Y",72
"TBL_VOYAGE","RP_BALLAST_ID","NUMBER",22,,0,"Y",73
"TBL_VOYAGE","RP_LOADED_ID","NUMBER",22,,0,"Y",74
"TBL_VOYAGE","RUNNING_COST","FLOAT",22,126,,"Y",75
"TBL_VOYAGE","RUNNING_COST_PER_DAY","FLOAT",22,126,,"Y",76
"TBL_VOYAGE","SPEED_BALLAST","FLOAT",22,126,,"Y",77
"TBL_VOYAGE","SPEED_LOADED","FLOAT",22,126,,"Y",78
"TBL_VOYAGE","TC_HIRE_COMMISSION","FLOAT",22,126,,"Y",79
"TBL_VOYAGE","TC_HIRE_NET","FLOAT",22,126,,"Y",80
"TBL_VOYAGE","TC_ID_IN","NUMBER",22,,0,"Y",81
"TBL_VOYAGE","TC_RATE","FLOAT",22,126,,"Y",82
"TBL_VOYAGE","TC_RESULT","FLOAT",22,126,,"Y",83
"TBL_VOYAGE","TC_RESULT_DAY","FLOAT",22,126,,"Y",84
"TBL_VOYAGE","TDW","FLOAT",22,126,,"Y",85
"TBL_VOYAGE","VARIANCE_ON_SENSITIVITY","FLOAT",22,126,,"Y",86
"TBL_VOYAGE","VARIOUS_COST","FLOAT",22,126,,"Y",87
"TBL_VOYAGE","VARIOUS_REVENUE","FLOAT",22,126,,"Y",88
"TBL_VOYAGE","VESSEL_ID","NUMBER",22,,0,"Y",89
"TBL_VOYAGE","VOYAGE_CURRENCY_ID","NUMBER",22,,0,"Y",90
"TBL_VOYAGE","VOYAGE_ID","NUMBER",22,,0,"N",91
"TBL_VOYAGE","VOYAGE_RESULT","FLOAT",22,126,,"Y",92
"TBL_VOYAGE","VOYAGE_STATUS","VARCHAR2",1,,,"Y",93
"TBL_VOYAGE","IS_IN_REVERSE_MODE","NUMBER",22,,0,"Y",94
"TBL_VOYAGE","COMMENTS","VARCHAR2",64,,,"Y",95
"TBL_VOYAGE","ESTIMATED_DO_ROB_VOYAGE_START","FLOAT",22,126,,"Y",96
"TBL_VOYAGE","ESTIMATED_FO_ROB_VOYAGE_START","FLOAT",22,126,,"Y",97
"TBL_VOYAGE","MILES_DIRECT","NUMBER",22,,0,"Y",98
"TBL_VOYAGE","DAYS_BALLAST_DIRECT","FLOAT",22,126,,"Y",99
"TBL_VOYAGE","DAYS_CANAL_DIRECT","FLOAT",22,126,,"Y",100
"TBL_VOYAGE","FO_COST_DIRECT","FLOAT",22,126,,"Y",101
"TBL_VOYAGE","DO_COST_DIRECT","FLOAT",22,126,,"Y",102
"TBL_VOYAGE","DAYS_BALLAST_OFFSET","FLOAT",22,126,,"Y",103
"TBL_VOYAGE","OFFSET_BALLAST_PORT_ID","NUMBER",22,,0,"Y",104
"TBL_VOYAGE","MARKET_RATE_PER_DAY","FLOAT",22,126,,"Y",105
"TBL_VOYAGE","BACKHAUL_SAVING","FLOAT",22,126,,"Y",106
"TBL_VOYAGE","BACKHAUL_SAVING_FACTOR","FLOAT",22,126,,"Y",107
"TBL_VOYAGE","CVE_TC_IN","FLOAT",22,126,,"Y",108
"TBL_VOYAGE","CVE_TC_OUT","FLOAT",22,126,,"Y",109
"TBL_VOYAGE","COMMISSION_OWNERS_COST","FLOAT",22,126,,"Y",110
"TBL_VOYAGE","REFERENCE_NO","NUMBER",22,,0,"Y",111
"TBL_VOYAGE","POLICY_ID","NUMBER",22,,0,"Y",112
"TBL_VOYAGE","ILOHC_TC_OUT","FLOAT",22,126,,"Y",113
"TBL_VOYAGE","ILOHC_TC_IN","FLOAT",22,126,,"Y",114
"TBL_VOYAGE","ESTIMATED_FL_ROB_VOYAGE_START","FLOAT",22,126,,"Y",115
"TBL_VOYAGE","ESTIMATED_DL_ROB_VOYAGE_START","FLOAT",22,126,,"Y",116
"TBL_VOYAGE","FL_CONSUMPTION","FLOAT",22,126,,"Y",117
"TBL_VOYAGE","DL_CONSUMPTION","FLOAT",22,126,,"Y",118
"TBL_VOYAGE","FL_COST","FLOAT",22,126,,"Y",119
"TBL_VOYAGE","DL_COST","FLOAT",22,126,,"Y",120
"TBL_VOYAGE","FL_PRICE","FLOAT",22,126,,"Y",121
"TBL_VOYAGE","DL_PRICE","FLOAT",22,126,,"Y",122
"TBL_VOYAGE","UTILISATION_COMMENTS","VARCHAR2",64,,,"Y",123
"TBL_VOYAGE","RESTRICTING_CUBIC","FLOAT",22,126,,"Y",124
"TBL_VOYAGE","TAB_TITLE","VARCHAR2",128,,,"Y",125
"TBL_VOYAGE","STBL_VESSEL_ID","NUMBER",22,38,0,"Y",126
"TBL_VOYAGE","SUPPORT_START_DATE","DATE",7,,,"Y",127
"TBL_VOYAGE","SUPPORT_END_DATE","DATE",7,,,"Y",128
"TBL_VOYAGE","SUPPORT_GEAR_ID","NUMBER",22,38,0,"Y",129
"TBL_VOYAGE","SUPPORT_VESSEL_ID","NUMBER",22,38,0,"Y",130
"TBL_VOYAGE","STBL_VESSEL_ETA","DATE",7,,,"Y",131
"TBL_VOYAGE","VOYAGE_TYPE_ID","NUMBER",22,38,0,"Y",132
"TBL_VOYAGE","TC_ID_RELET","NUMBER",22,,0,"Y",133
"TBL_VOYAGE","FL_COST_DIRECT","NUMBER",22,,,"Y",134
"TBL_VOYAGE","DL_COST_DIRECT","NUMBER",22,,,"Y",135
"TBL_VOYAGE","DAYS_INERTING_DO","FLOAT",22,126,,"N",136
"TBL_VOYAGE","DO_INERTING","FLOAT",22,126,,"N",137
"TBL_VOYAGE","DAYS_INERTING_FO","FLOAT",22,126,,"N",138
"TBL_VOYAGE","FO_INERTING","FLOAT",22,126,,"N",139
"TBL_VOYAGE","IS_DAYS_WAITING_FIXED","NUMBER",22,,0,"Y",140
"TBL_VOYAGE","GEO_JSON","NCLOB",4000,,,"Y",141
"TBL_VOYAGE","VARIOUS_COST_FIXED","NUMBER",22,,0,"Y",142
"TBL_VOYAGE","EEOI","FLOAT",22,126,,"Y",143
"TBL_VOYAGE","CO2_LADEN","FLOAT",22,126,,"Y",144
"TBL_VOYAGE","CO2_BALLAST","FLOAT",22,126,,"Y",145
"TBL_VOYAGE","LADEN_CONSUMPTION","FLOAT",22,126,,"Y",146
"TBL_VOYAGE","BALLAST_CONSUMPTION","FLOAT",22,126,,"Y",147
"TBL_VOYAGE","EUA_PRICE","FLOAT",22,126,,"Y",148
"TBL_VOYAGE","ADJUSTMENT","FLOAT",22,126,,"Y",149
"TBL_VOYAGE","BALLAST_EU_ETS_COST","FLOAT",22,126,,"Y",150
"TBL_VOYAGE","LADEN_EU_ETS_COST","FLOAT",22,126,,"Y",151
"TBL_VOYAGE","BALLAST_EU_ETS_EMISSION","FLOAT",22,126,,"Y",152
"TBL_VOYAGE","LADEN_EU_ETS_EMISSION","FLOAT",22,126,,"Y",153
"TBL_VOYAGE","EU_ETS_EMISSIONS","FLOAT",22,126,,"Y",154
"TBL_VOYAGE","VOYAGE_CATEGORY","NUMBER",22,,0,"Y",155
"TBL_VOYAGE","EUA_STATEMENT","CLOB",4000,,,"Y",156
"TBL_VOYAGE","GHG_INTENSITY","FLOAT",22,126,,"N",157
"TBL_VOYAGE","COMPLIANCE_BALANCE","FLOAT",22,126,,"N",158
"TBL_VOYAGE","COMPLIANCE_PENALTY","FLOAT",22,126,,"N",159
"TBL_VOYAGE","COMPLIANCE_PENALTY_PRICE","FLOAT",22,126,,"N",160
"TBL_VOYAGE","DAYS_TOTAL_AFTER_UNBERTH","FLOAT",22,126,,"Y",161
"TBL_VOYAGE","DEVIATION_VOYAGE_ID","NUMBER",22,,0,"Y",162
"TBL_VOYAGE","BALLAST_LATITUDE","FLOAT",22,126,,"Y",163
"TBL_VOYAGE","BALLAST_LONGITUDE","FLOAT",22,126,,"Y",164
"TBL_VOYAGE","BALLAST_TIMEZONE_ID","NUMBER",22,,0,"Y",165
"TBL_VOYAGE","EU_ETS_CURRENCY_ID","NUMBER",22,,0,"Y",166
"TBL_VOYAGE","LOADING_CONSUMPTION","FLOAT",22,126,,"Y",167
"TBL_VOYAGE","TC_RESULT_DAY_INCLUDING_OFFHIRE","FLOAT",22,126,,"Y",168
"TBL_VOYAGE","MARKET_VALUE","NUMBER",22,,0,"Y",169
